2 0.000000
4 0.000000
5 0.000001
25 0.000114
50 0.000954
100 0.007550
128 0.015433
200 0.058525
256 0.122661
300 0.197826
400 0.466008
512 0.981460
600 1.578270
700 2.491857
800 3.748501
900 5.303700
1024 7.831040
1500 24.586008
2048 66.268492
2500 119.256756
3000 217.741280
3500 324.741979
4096 513.057410
5000 931.280485
6000 1752.267171
7000 2517.832448
8192 4078.352053
