2 0.000000
4 0.000000
5 0.000001
25 0.000098
50 0.000811
100 0.006371
128 0.013343
200 0.050571
256 0.105875
300 0.169954
400 0.402016
512 0.848688
600 1.360206
700 2.150526
800 3.222681
900 8.934790
1024 6.756506
1500 21.213523
2048 58.222909
2500 103.498804
3000 180.507301
3500 281.661887
4096 444.204588
5000 807.305423
6000 1492.487188
7000 2161.150826
8192 3526.781025
