2 0.000001
4 0.000001
5 0.000002
25 0.00011
50 0.001064
100 0.007509
128 0.016057
200 0.060874
256 0.0608745
300 0.219063
400 0.582164
512 1.281419
600 2.118789
700 3.424767
800 5.256424
900 7.764750
1024 12.789296
1500 43.223495
2048 133.830470
2500 279.426316
3000 480.434406
3500 616.035894
4096 1060.866888
5000 1765.944359
6000 3484.126249
7000 6259.599188
8192 8487.789683
