2 0.000000
4 0.000000
5 0.000002
25 0.000127
50 0.001013
100 0.008184
128 0.008092
200 0.065489
256 0.064763
300 0.530829
400 0.531084
512 0.528802
600 4.420988
700 4.480563
800 4.462597 
900 4.351297
1024 4.359495
1500 35.820645
2048 36.473023
2500 307.814465
3000 299.398933 
3500 289.602834 
4096 299.412517 
5000 2603.927920 
6000 2681.246693 
7000 2356.032228
8192 2497.166371 
